umap_1,umap_2,celltype
9.67238664414096,2.18272319524547,2
9.67180773674588,2.17888596369365,2
9.66537920458487,2.19517577902274,2
9.64406624611714,2.23585996831144,2
3.37338463404498,-0.191428989646074,25
9.56535239767432,2.72996803345544,2
9.56612089369337,2.78968676377808,2
1.20465101316902,16.4512997392917,1
9.55819091900235,2.7678223730687,2
9.56624003900141,2.81175637794939,2
1.21123012646303,16.4563654340485,1
9.57222783639768,2.78524779558831,2
9.52678694764656,2.84705981557353,2
9.56138544462457,2.84394820112486,2
9.56895996848642,2.8549666263757,2
3.41175949674601,1.34007465071331,6
3.45055638354572,-0.671645277487558,25
9.56946408656577,2.85623094619001,2
3.47768252251258,1.28982625096932,5
3.45821558732593,1.41462899386944,13
3.44818875187268,1.55887600427491,8
1.93008475286623,0.278428268933612,32
1.66666103193082,0.274460953188782,27
3.43162633158197,1.64015869534226,10
3.54098668992984,-1.40165515821439,25
0.983877117421578,16.164606272868,1
1.86338092444625,0.263494816300538,28
0.989979247843011,16.1718191798096,1
3.4284604382599,1.58430486494841,9
1.85008670446272,0.276736560460014,27
-10.2101686652191,3.19248985103258,36
13.0668539863125,0.828888519692674,3
3.02367928844855,2.13586832453713,19
9.65787946875474,3.19483035865062,2
3.40937495875853,1.62693575755771,9
13.0650057524212,0.83961572467958,3
3.50775541542325,1.840865036087,7
3.51863129463022,-1.42100303003701,24
1.69982976704732,0.263092304945882,28
3.56354576507128,1.95332022539221,7
3.6024885565738,2.02355898263161,7
3.64214140556132,2.32774343664167,10
3.69255315252433,-2.02718742571522,25
0.910969451965193,16.0427405916835,1
1.67439318570409,0.26167196952564,29
13.0562482704602,0.881325704722445,3
-15.1736223618958,0.955135088458949,37
3.66179635986371,-1.85184814678272,25
0.891845388028564,16.0210621857671,1
3.60366126834137,2.38736610090983,8
2.92579498121157,2.5667659598699,23
3.50818280026483,2.41589827406376,13
3.80623836537663,2.35405864692845,7
3.81346684683714,-2.09238083177665,24
1.54966723466009,0.262819349034073,27
3.83670106513646,2.4431702470588,7
3.82363551456382,-2.1586436060474,24
3.89033839102394,2.47754600303971,7
0.836696855813589,15.9415585546611,1
3.8508376129594,2.42756543354516,6
9.70622075153446,3.81608183595881,2
3.63787358707052,2.5707492966661,8
3.61313138837068,2.55626819717635,10
3.58010820878603,2.63589281253492,13
3.24355384779255,2.50020415005392,9
4.03103025276577,2.65613649015814,7
-10.031738376548,3.08521542205283,34
3.63504693780795,2.87838270566739,13
13.042013938774,1.26946410318363,3
0.250147816489067,-0.059218153760327,30
0.824152927456836,15.9156375159666,1
13.0108770075027,1.18569429275491,3
